3,1,"나와 너, 우리 함께",1,평점,친구를 위해 내가 할 수 있는 일을 정해 하루에 한 가지씩 실천해 봅시다.,,20190624
3,1,"나와 너, 우리 함께",2,서술,나의 짝을 칭찬해 봅시다.,,20190624
3,1,"나와 너, 우리 함께",3,영상자료,참된 우정이란 무엇일지 영상을 보고 생각해 봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20111031_00062,20190624
3,1,"나와 너, 우리 함께",4,평점,소중한 친구가 되기 위한 행동을 친구에게 3번 해 봅시다.,,20190624
3,1,"나와 너, 우리 함께",5,평점,친구에게 미안한 일이 있다면 사과해 봅시다.,,20190624
3,1,"나와 너, 우리 함께",6,읽기자료,"참다운 벗은 좋을 때는 초대해야만 나타나고, 어려울 때는 부르지 않아도 나타난다.  -스웨덴 격언-",,20190624
3,1,"나와 너, 우리 함께",7,영상자료,슈베르트와 슈파운의 우정에 대해 생각해 봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20111123_00166,20190624
3,1,"나와 너, 우리 함께",8,평점,친구가 속상해할 때 위로해 봅시다.,,20190624
3,1,"나와 너, 우리 함께",9,서술,친구가 없어서 힘들었던 경우를 적어봅시다.,,20190624
3,1,"나와 너, 우리 함께",10,평점,"친구와 이야기 할 때 바른 말, 고운 말을 썼나요?",,20190624
3,2,인내하며 최선을 다하는 생활,1,평점,오늘 하루 어려움이 있다면 참고 이겨내어 봅시다.,,20190624
3,2,인내하며 최선을 다하는 생활,2,평점,나의 일에 성실히 최선을 다해 봅시다.,,20190624
3,2,인내하며 최선을 다하는 생활,3,영상자료,인내란 무엇인지 다음 영상을 보고 생각해봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20111030_00024,20190624
3,2,인내하며 최선을 다하는 생활,4,평점,일주일 동안 최선을 다할 목표를 실천해봅시다.,,20190624
3,2,인내하며 최선을 다하는 생활,5,평점,나와의 약속을 잘지키고 있는지 돌이켜봅시다.,,20190624
3,2,인내하며 최선을 다하는 생활,6,평점,책가방을 전날 밤에 챙겨봅시다.,,20190624
3,2,인내하며 최선을 다하는 생활,7,평점,정해진 시간까지 등교해봅시다.,,20190624
3,2,인내하며 최선을 다하는 생활,8,서술,하루 동안 최선을 다한 일을 적어봅시다.,,20190624
3,2,인내하며 최선을 다하는 생활,9,읽기자료,우공이산(愚公移山): 우직하게 한 우물을 파는 사람이 큰 성과를 거둔다.,,20190624
3,2,인내하며 최선을 다하는 생활,10,영상자료,최선을 다하는 것은 무엇인지 영상을 보고 생각해봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20181104_00064,20190624
3,3,사랑이 가득한 우리 집,1,읽기자료,가화만사성(家和萬事成): 집안이 화목하면 모든 일이 잘된다.,,20190624
3,3,사랑이 가득한 우리 집,2,평점,가족에게 미안했던 일을 전해 봅시다.,,20190624
3,3,사랑이 가득한 우리 집,3,평점,가족에게 고마웠던 일을 전해 봅시다.,,20190624
3,3,사랑이 가득한 우리 집,4,평점,행복한 가정을 위해 부모님께 인사를 잘 해 봅시다.,,20190624
